v1,v2,Unnamed: 2,Unnamed: 3,Unnamed: 4
ham,Do I? I thought I put it back in the box,,,
ham,I'm home...,,,
ham,No one interested. May be some business plan.,,,
ham,Yup it's at paragon... I havent decided whether 2 cut yet... Hee...,,,
ham,Good morning princess! Have a great day!,,,
ham,Guai... ÌÏ shd haf seen him when he's naughty... ÌÏ so free today? Can go jogging...,,,
ham,Aiyo cos i sms Ì_ then Ì_ neva reply so i wait 4 Ì_ to reply lar. I tot Ì_ havent finish ur lab wat.,,,
ham,"Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, Being 'SIMPLE' is very difficult...;-) :-)",,,
ham,Tell me something. Thats okay.,,,
ham,Ok,,,
ham,Hmm. Shall i bring a bottle of wine to keep us amused? Just joking! I'll still bring a bottle. Red or white? See you tomorrow,,,
ham,This is ur face test ( 1 2 3 4 5 6 7 8 9  &lt;#&gt;  ) select any number i will tell ur face astrology.... am waiting. quick reply...,,,
ham,"Hey, iouri gave me your number, I'm wylie, ryan's friend",,,
ham,Yep get with the program. You're slacking.,,,
ham,I'm in inside office..still filling forms.don know when they leave me.,,,
ham,"I think your mentor is , but not 100 percent sure.",,,
spam,Call 09095350301 and send our girls into erotic ecstacy. Just 60p/min. To stop texts call 08712460324 (nat rate),,,
spam,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.,,,
spam,A å£400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a å£400 reward. Just call 09066380611,,,
ham,Just trying to figure out when I'm suppose to see a couple different people this week. We said we'd get together but I didn't set dates,,,
spam,IMPORTANT MESSAGE. This is a final contact attempt. You have important messages waiting out our customer claims dept. Expires 13/4/04. Call 08717507382 NOW!,,,
ham,Hi mom we might be back later than  &lt;#&gt; ,,,
spam,dating:i have had two of these. Only started after i sent a text to talk sport radio last week. Any connection do you think or coincidence?,,,
ham,"Lol, oh you got a friend for the dog ?",,,
ham,"Ok., is any problem to u frm him? Wats matter?",,,
ham,"K I'll head out in a few mins, see you there",,,
ham,Do u konw waht is rael FRIENDSHIP Im gving yuo an exmpel: Jsut ese tihs msg.. Evrey splleing of tihs msg is wrnog.. Bt sitll yuo can raed it wihtuot ayn mitsake.. GOODNIGHT &amp; HAVE A NICE SLEEP..SWEET DREAMS..,,,
ham,I cant pick the phone right now. Pls send a message,,,
ham,I don't want you to leave. But i'm barely doing what i can to stay sane. fighting with you constantly isn't helping.,,,
spam,The current leading bid is 151. To pause this auction send OUT. Customer Care: 08718726270,,,
spam,"Free entry to the gr8prizes wkly comp 4 a chance to win the latest Nokia 8800, PSP or å£250 cash every wk.TXT GREAT to 80878 http//www.gr8prizes.com 08715705022",,,
ham,Somebody set up a website where you can play hold em using eve online spacebucks,,,
ham,Its sunny in california. The weather's just cool,,,
spam,You have 1 new message. Call 0207-083-6089,,,
ham,"I can make it up there, squeezed  &lt;#&gt;  bucks out of my dad",,,
ham,Good day to You too.Pray for me.Remove the teeth as its painful maintaining other stuff.,,,
ham,How are you babes. Hope your doing ok. I had a shit nights sleep. I fell asleep at 5.IåÕm knackered and iåÕm dreading work tonight. What are thou upto tonight. X,,,
ham,How do friends help us in problems? They give the most stupid suggestion that Lands us into another problem and helps us forgt the previous problem,,,
ham,I'm at work. Please call,,,
ham,I will be gentle baby! Soon you will be taking all  &lt;#&gt;  inches deep inside your tight pussy...,,,
ham,NOT MUCH NO FIGHTS. IT WAS A GOOD NITE!!,,,
ham,Ok.ok ok..then..whats ur todays plan,,,
ham,Nt joking seriously i told,,,
ham,Watching ajith film ah?,,,
ham,Ooooooh I forgot to tell u I can get on yoville on my phone,,,
ham,"All done, all handed in. Don't know if mega shop in asda counts as celebration but thats what i'm doing!",,,
ham,I dont know exactly could you ask chechi.,,,
ham,Dunno lei shd b driving lor cos i go sch 1 hr oni.,,,
ham,As in i want custom officer discount oh.,,,
ham,That's necessarily respectful,,,
ham,Hi. Hope you had a good day. Have a better night.,,,
ham,And he's apparently bffs with carly quick now,,,
ham,HARD BUT TRUE: How much you show &amp;  express your love to someone....that much it will hurt when they leave you or you get seperated...!ö´Ó_??Û¬ud evening...,,,
ham,Babes I think I got ur brolly I left it in English wil bring it in 2mrw 4 u luv Franxx,,,
ham,Hi babe its me thanks for coming even though it didnt go that well!i just wanted my bed! Hope to see you soon love and kisses xxx,,,
ham,So gd got free ice cream... I oso wan...,,,
ham,Pls give her prometazine syrup. 5mls then  &lt;#&gt; mins later feed.,,,
ham,So how many days since then?,,,
ham,Dear are you angry i was busy dear,,,
ham,Yup he msg me: is tat yijue? Then i tot it's my group mate cos we meeting today mah... I'm askin if Ì_ leaving earlier or wat mah cos mayb Ì_ haf to walk v far...,,,
ham,... Are you in the pub?,,,
ham,There is a first time for everything :),,,
ham,"Daddy, shu shu is looking 4 u... U wan me 2 tell him u're not in singapore or wat?",,,
ham,I ask if u meeting da ge tmr nite...,,,
ham,Gr8. So how do you handle the victoria island traffic. Plus when's the album due,,,
ham,Nite nite pocay wocay luv u more than n e thing 4eva I promise ring u 2morrowxxxx,,,
ham,East coast,,,
ham,You should get more chicken broth if you want ramen unless there's some I don't know about,,,
ham,My slave! I want you to take 2 or 3 pictures of yourself today in bright light on your cell phone! Bright light!,,,
ham,Nope. I just forgot. Will show next week,,,
ham,So how are you really. What are you up to. How's the masters. And so on.,,,
ham,I'm at bruce &amp; fowler now but I'm in my mom's car so I can't park (long story),,,
ham,I dont know oh. Hopefully this month.,,,
ham,"Hi elaine, is today's meeting confirmed?",,,
ham,Ok k..sry i knw 2 siva..tats y i askd..,,,
ham,"Sorry, I'll call later",,,
ham,U horrible gal... U knew dat i was going out wif him yest n u still come n ask me...,,,
ham,Otherwise had part time job na-tuition..,,,
ham,Oh yeah! And my diet just flew out the window,,,
spam,Santa Calling! Would your little ones like a call from Santa Xmas eve? Call 09058094583 to book your time.,,,
ham,You didnt complete your gist oh.,,,
ham,"Er yeah, i will b there at 15:26, sorry! Just tell me which pub/cafe to sit in and come wen u can",,,
ham,"If you can make it any time tonight or whenever you can it's cool, just text me whenever you're around",,,
ham,If I was I wasn't paying attention,,,
ham,Thanx a lot 4 ur help!,,,
ham,You're gonna have to be way more specific than that,,,
ham,Jesus armand really is trying to tell everybody he can find,,,
ham,I'm wif him now buying tix lar...,,,
ham,Mode men or have you left.,,,
ham,Am slow in using biola's fne,,,
ham,"\What are youdoing later? Sar xxx\""""",,,
ham,Hey i've booked the 2 lessons on sun liao...,,,
ham,Thank you. do you generally date the brothas?,,,
ham,"By the way, make sure u get train to worc foregate street not shrub hill. Have fun night x",,,
ham,"I thought i'd get him a watch, just cos thats the kind of thing u get4an18th. And he loves so much!",,,
spam,You have won a guaranteed 32000 award or maybe even å£1000 cash to claim ur award call free on 0800 ..... (18+). Its a legitimat efreefone number wat do u think???,,,
ham,Good morning. At the repair shop--the ONLY reason i'm up at this hour.,,,
ham,"And that's fine, I got enough bud to last most of the night at least",,,
ham,I am back. Good journey! Let me know if you need any of the receipts. Shall i tell you like the pendent?,,,
ham,So that takes away some money worries,,,
ham,"aight we can pick some up, you open before tonight?",,,
spam,"Latest News! Police station toilet stolen, cops have nothing to go on!",,,
ham,Sac needs to carry on:),,,
ham,Just sing HU. I think its also important to find someone female that know the place well preferably a citizen that is also smart to help you navigate through. Even things like choosing a phone plan require guidance. When in doubt ask especially girls.,,,
ham,What???? Hello wats talks email address?,,,
ham,Except theres a chick with huge boobs.,,,
ham,Im just wondering what your doing right now?,,,
ham,Wishing you a beautiful day. Each moment revealing even more things to keep you smiling. Do enjoy it.,,,
spam,"\For the most sparkling shopping breaks from 45 per person; call 0121 2025050 or visit www.shortbreaks.org.uk\""""",,,
ham,Arun can u transfr me d amt,,,
ham,"Sorry, I'll call later",,,
ham,If you hear a loud scream in about &lt;#&gt; minutes its cause my Gyno will be shoving things up me that don't belong :/,,,
spam,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906,,,
ham,Ok i thk i got it. Then u wan me 2 come now or wat?,,,
spam,Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop www.gamb.tv,,,
ham,U GOIN OUT 2NITE?,,,
ham,I will treasure every moment we spend together...,,,
ham,Shall I bring us a bottle of wine to keep us amused? Only joking! IÛ÷ll bring one anyway,,,
spam,http//tms. widelive.com/index. wml?id=820554ad0a1705572711&first=trueåÁC C RingtoneåÁ,,,
spam,Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth å£33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk,,,
spam,"URGENT! Last weekend's draw shows that you have won å£1000 cash or a Spanish holiday! CALL NOW 09050000332 to claim. T&C: RSTM, SW7 3SS. 150ppm",,,
ham,Ok lor.,,,
ham,I thought slide is enough.,,,
ham,Yup,,,
ham,Well obviously not because all the people in my cool college life went home ;_;,,,
ham,Ok lor Ì_ reaching then message me.,,,
ham,Where's mummy's boy ? Is he being good or bad ? Is he being positive or negative ? Why is mummy being made to wait? Hmmmm?,,,
ham,Dhoni have luck to win some big title.so we will win:),,,
ham,Yes princess! I want to please you every night. Your wish is my command...,,,
ham,What Today-sunday..sunday is holiday..so no work..,,,
ham,No probably  &lt;#&gt; %.,,,
ham,Really do hope the work doesnt get stressful. Have a gr8 day.,,,
ham,Have you seen who's back at Holby?!,,,
ham,Shall call now dear having food,,,
spam,URGENT We are trying to contact you Last weekends draw shows u have won a å£1000 prize GUARANTEED Call 09064017295 Claim code K52 Valid 12hrs 150p pm,,,
ham,So li hai... Me bored now da lecturer repeating last weeks stuff waste time... ,,,
ham,", ,  and  picking them up from various points | going 2 yeovil | and they will do the motor project 4 3 hours | and then u take them home. || 12 2 5.30 max. || Very easy",,,
ham,Also fuck you and your family for going to rhode island or wherever the fuck and leaving me all alone the week I have a new bong &gt;:(,,,
ham,Ofcourse I also upload some songs,,,
spam,2p per min to call Germany 08448350055 from your BT line. Just 2p per min. Check PlanetTalkInstant.com for info & T's & C's. Text stop to opt out,,,
ham,K. I will sent it again,,,
ham,Oh thanks a lot..i already bought 2 eggs ..,,,
ham,K. I will sent it again,,,
ham,U studying in sch or going home? Anyway i'll b going 2 sch later.,,,
spam,Marvel Mobile Play the official Ultimate Spider-man game (å£4.50) on ur mobile right now. Text SPIDER to 83338 for the game & we ll send u a FREE 8Ball wallpaper,,,
ham,I think if he rule tamilnadu..then its very tough for our people.,,,
ham,"Cool, we shall go and see, have to go to tip anyway. Are you at home, got something to drop in later? So lets go to town tonight! Maybe mum can take us in.",,,
ham,"Good afternoon, my love ... How goes your day ? How did you sleep ? I hope your well, my boytoy ... I think of you ...",,,
ham,Yes... I trust u to buy new stuff ASAP so I can try it out,,,
spam,"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE",,,
ham,Why did I wake up on my own &gt;:(,,,
ham,Now get step 2 outta the way. Congrats again.,,,
ham,Love has one law; Make happy the person you love. In the same way friendship has one law; Never make ur friend feel alone until you are alive.... Gud night,,,
spam,PRIVATE! Your 2003 Account Statement for 07808247860 shows 800 un-redeemed S. I. M. points. Call 08719899229 Identifier Code: 40411 Expires 06/11/04,,,
ham,Apo all other are mokka players only,,,
ham,"Perhaps * is much easy give your account identification, so i will tomorrow at UNI",,,
ham,Wait . I will msg after  &lt;#&gt;  min.,,,
ham,What i told before i tell. Stupid hear after i wont tell anything to you. You dad called to my brother and spoken. Not with me.,,,
ham,God's love has no limit. God's grace has no measure. God's power has no boundaries. May u have God's endless blessings always in ur life...!! Gud ni8,,,
ham,I want to be inside you every night...,,,
ham,"Machan you go to gym tomorrow,  i wil come late goodnight.",,,
ham,Lol they were mad at first but then they woke up and gave in.,,,
ham,I went to project centre,,,
ham,"ItÛ÷s reassuring, in this crazy world.",,,
ham,"Just making dinner, you ?",,,
ham,Yes. Please leave at  &lt;#&gt; . So that at  &lt;#&gt;  we can leave,,,
ham,Oh... Okie lor...We go on sat... ,,,
ham,You are a great role model. You are giving so much and i really wish each day for a miracle but God as a reason for everything and i must say i wish i knew why but i dont. I've looked up to you since i was young and i still do. Have a great day.,,,
ham,"Ya, i'm referin to mei's ex wat... No ah, waitin 4 u to treat, somebody shld b rich liao...So gd, den u dun have to work frm tmr onwards...",,,
ham,Miles and smiles r made frm same letters but do u know d difference..? smile on ur face keeps me happy even though I am miles away from u.. :-)keep smiling.. Good nyt,,,
ham,"By the way, i've put a skip right outside the front of the house so you can see which house it is. Just pull up before it.",,,
ham,Can you pls send me that company name. In saibaba colany,,,
ham,No. I dont want to hear anything,,,
ham,You are a big chic. Common. Declare,,,
ham,Thats cool. I want to please you...,,,
ham,Going to join tomorrow.,,,
spam,You are awarded a SiPix Digital Camera! call 09061221061 from landline. Delivery within 28days. T Cs Box177. M221BP. 2yr warranty. 150ppm. 16 . p på£3.99,,,
ham,I want to tell you how bad I feel that basically the only times I text you lately are when I need drugs,,,
spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08718738001 Identifier Code: 49557 Expires 26/11/04,,,
ham,"Total disappointment, when I texted you was the craziest shit got :(",,,
ham,Its just the effect of irritation. Just ignore it,,,
ham,What about this one then.,,,
ham,I think that tantrum's finished so yeah I'll be by at some point,,,
ham,Compliments to you. Was away from the system. How your side.,,,
ham,happened here while you were adventuring,,,
ham,"Hey chief, can you give me a bell when you get this. Need to talk to you about this royal visit on the 1st june. ",,,
ham,Ok which your another number,,,
ham,"I know you are thinkin malaria. But relax, children cant handle malaria. She would have been worse and its gastroenteritis. If she takes enough to replace her loss her temp will reduce. And if you give her malaria meds now she will just vomit. Its a self limiting illness she has which means in a few days it will completely stop",,,
ham,Aiyah ok wat as long as got improve can already wat...,,,
spam,Want explicit SEX in 30 secs? Ring 02073162414 now! Costs 20p/min Gsex POBOX 2667 WC1N 3XX,,,
ham,I can't believe how attached I am to seeing you every day. I know you will do the best you can to get to me babe. I will go to teach my class at your midnight,,,
ham,Just sleeping..and surfing,,,
spam,ASKED 3MOBILE IF 0870 CHATLINES INCLU IN FREE MINS. INDIA CUST SERVs SED YES. L8ER GOT MEGA BILL. 3 DONT GIV A SHIT. BAILIFF DUE IN DAYS. I O å£250 3 WANT å£800,,,
ham,Yeah it's jus rite...,,,
ham,Armand says get your ass over to epsilon,,,
ham,U still havent got urself a jacket ah?,,,
ham,"I'm taking derek &amp; taylor to walmart, if I'm not back by the time you're done just leave the mouse on my desk and I'll text you when priscilla's ready",,,
ham,Hi its in durban are you still on this number,,,
ham,Ic. There are a lotta childporn cars then.,,,
spam,"Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records.",,,
ham,"No, I was trying it all weekend ;V",,,
ham,"You know, wot people wear. T shirts, jumpers, hat, belt, is all we know. We r at Cribbs",,,
ham,"Cool, what time you think you can get here?",,,
ham,Wen did you get so spiritual and deep. That's great,,,
ham,Have a safe trip to Nigeria. Wish you happiness and very soon company to share moments with,,,
ham,Hahaha..use your brain dear,,,
ham,Well keep in mind I've only got enough gas for one more round trip barring a sudden influx of cash,,,
ham,Yeh. Indians was nice. Tho it did kane me off a bit he he. We shud go out 4 a drink sometime soon. Mite hav 2 go 2 da works 4 a laugh soon. Love Pete x x,,,
ham,Yes i have. So that's why u texted. Pshew...missing you so much,,,
ham,No. I meant the calculation is the same. That  &lt;#&gt; units at  &lt;#&gt; . This school is really expensive. Have you started practicing your accent. Because its important. And have you decided if you are doing 4years of dental school or if you'll just do the nmde exam.,,,
ham,"Sorry, I'll call later",,,
ham,if you aren't here in the next  &lt;#&gt;  hours imma flip my shit,,,
ham,Anything lor. Juz both of us lor.,,,
ham,Get me out of this dump heap. My mom decided to come to lowes. BORING.,,,
ham,Ok lor... Sony ericsson salesman... I ask shuhui then she say quite gd 2 use so i considering...,,,
ham,Ard 6 like dat lor.,,,
ham,Why don't you wait 'til at least wednesday to see if you get your .,,,
ham,Huh y lei...,,,
spam,"REMINDER FROM O2: To get 2.50 pounds free call credit and details of great offers pls reply 2 this text with your valid name, house no and postcode",,,
spam,"This is the 2nd time we have tried 2 contact u. U have won the å£750 Pound prize. 2 claim is easy, call 087187272008 NOW1! Only 10p per minute. BT-national-rate.",,,
ham,Will Ì_ b going to esplanade fr home?,,,
ham,"Pity, * was in mood for that. So...any other suggestions?",,,
ham,The guy did some bitching but I acted like i'd be interested in buying something else next week and he gave it to us for free,,,
ham,Rofl. Its true to its name,,,
spam,Flat 50% off on all fashion products. Shop now: http://bit.ly/57619,,,
spam,Get your free credit score now! No charges: http://bit.ly/16824,,,
spam,Flat 50% off on all fashion products. Shop now: http://bit.ly/81120,,,
spam,This is final notice! Pay your due bill of ₹49475 immediately. http://bit.ly/66735,,,
spam,Recharge now and get 100% cashback. Limited offer! http://bit.ly/60837,,,
spam,"Dear user, your KYC is pending. Update now: http://bit.ly/15947",,,
spam,Your account is blocked. Verify immediately: http://bit.ly/98365,,,
spam,Your account is blocked. Verify immediately: http://bit.ly/74755,,,
spam,Your account is blocked. Verify immediately: http://bit.ly/58756,,,
spam,Your loan of ₹34204 is approved. Call now: +919338270833,,,
spam,You have been selected for a cash prize of ₹21876. Claim here: http://bit.ly/89308,,,
spam,Recharge now and get 100% cashback. Limited offer! http://bit.ly/91376,,,
spam,You have been selected for a cash prize of ₹24276. Claim here: http://bit.ly/25400,,,
spam,Your loan of ₹48956 is approved. Call now: +917632119497,,,
spam,Recharge now and get 100% cashback. Limited offer! http://bit.ly/62296,,,
spam,"Dear user, your KYC is pending. Update now: http://bit.ly/32240",,,
spam,"Dear user, your KYC is pending. Update now: http://bit.ly/60278",,,
spam,Win a brand new iPhone! Just answer 3 simple questions. Click: http://bit.ly/80768,,,
spam,"Dear user, your KYC is pending. Update now: http://bit.ly/57401",,,
spam,Your loan of ₹37467 is approved. Call now: +917171810489,,,
spam,Recharge now and get 100% cashback. Limited offer! http://bit.ly/63690,,,
spam,Win a brand new iPhone! Just answer 3 simple questions. Click: http://bit.ly/61922,,,
spam,Get your free credit score now! No charges: http://bit.ly/45302,,,
spam,Get your free credit score now! No charges: http://bit.ly/24120,,,
spam,Flat 50% off on all fashion products. Shop now: http://bit.ly/18368,,,
spam,Win a brand new iPhone! Just answer 3 simple questions. Click: http://bit.ly/98656,,,
spam,Recharge now and get 100% cashback. Limited offer! http://bit.ly/57808,,,
spam,Congratulations! You've won a ₹21426 Amazon gift card. Click here to claim: http://bit.ly/80286,,,
spam,"Dear user, your KYC is pending. Update now: http://bit.ly/86123",,,
spam,This is final notice! Pay your due bill of ₹41025 immediately. http://bit.ly/29050,,,
spam,Flat 50% off on all fashion products. Shop now: http://bit.ly/28435,,,
spam,Congratulations! You've won a ₹34742 Amazon gift card. Click here to claim: http://bit.ly/40160,,,
spam,Your loan of ₹31188 is approved. Call now: +917769611448,,,
spam,Flat 50% off on all fashion products. Shop now: http://bit.ly/68384,,,
spam,Congratulations! You've won a ₹5789 Amazon gift card. Click here to claim: http://bit.ly/29243,,,
spam,"Dear user, your KYC is pending. Update now: http://bit.ly/76537",,,
spam,You have been selected for a cash prize of ₹8777. Claim here: http://bit.ly/57231,,,
spam,Get your free credit score now! No charges: http://bit.ly/40862,,,
spam,This is final notice! Pay your due bill of ₹33223 immediately. http://bit.ly/57336,,,
spam,"Dear user, your KYC is pending. Update now: http://bit.ly/80427",,,
spam,Congratulations! You've won a ₹34589 Amazon gift card. Click here to claim: http://bit.ly/63371,,,
spam,This is final notice! Pay your due bill of ₹28966 immediately. http://bit.ly/92016,,,
spam,Win a brand new iPhone! Just answer 3 simple questions. Click: http://bit.ly/40421,,,
spam,Flat 50% off on all fashion products. Shop now: http://bit.ly/25382,,,
spam,You have been selected for a cash prize of ₹49320. Claim here: http://bit.ly/33348,,,
spam,Win a brand new iPhone! Just answer 3 simple questions. Click: http://bit.ly/77554,,,
spam,Congratulations! You've won a ₹13593 Amazon gift card. Click here to claim: http://bit.ly/64833,,,
spam,Recharge now and get 100% cashback. Limited offer! http://bit.ly/29162,,,
spam,Get your free credit score now! No charges: http://bit.ly/64442,,,
spam,Flat 50% off on all fashion products. Shop now: http://bit.ly/21145,,,
spam,Your loan of ₹27624 is approved. Call now: +919790801312,,,
spam,Your account is blocked. Verify immediately: http://bit.ly/98865,,,
spam,Win a brand new iPhone! Just answer 3 simple questions. Click: http://bit.ly/54228,,,
spam,You have been selected for a cash prize of ₹17019. Claim here: http://bit.ly/12389,,,
spam,You have been selected for a cash prize of ₹15727. Claim here: http://bit.ly/35186,,,
spam,Your loan of ₹44389 is approved. Call now: +917809787397,,,
spam,Flat 50% off on all fashion products. Shop now: http://bit.ly/58768,,,
spam,Win a brand new iPhone! Just answer 3 simple questions. Click: http://bit.ly/41345,,,
spam,Congratulations! You've won a ₹41380 Amazon gift card. Click here to claim: http://bit.ly/94943,,,
spam,This is final notice! Pay your due bill of ₹20382 immediately. http://bit.ly/73359,,,
spam,"Dear user, your KYC is pending. Update now: http://bit.ly/25140",,,
spam,Congratulations! You've won a ₹24526 Amazon gift card. Click here to claim: http://bit.ly/15976,,,
spam,Flat 50% off on all fashion products. Shop now: http://bit.ly/33156,,,
spam,Win a brand new iPhone! Just answer 3 simple questions. Click: http://bit.ly/43761,,,
spam,This is final notice! Pay your due bill of ₹16335 immediately. http://bit.ly/50826,,,
spam,Recharge now and get 100% cashback. Limited offer! http://bit.ly/35673,,,
spam,This is final notice! Pay your due bill of ₹29594 immediately. http://bit.ly/21173,,,
spam,Congratulations! You've won a ₹34028 Amazon gift card. Click here to claim: http://bit.ly/37500,,,
spam,Win a brand new iPhone! Just answer 3 simple questions. Click: http://bit.ly/18171,,,
spam,Your loan of ₹10435 is approved. Call now: +917444335866,,,
spam,Recharge now and get 100% cashback. Limited offer! http://bit.ly/14825,,,
spam,Your loan of ₹37777 is approved. Call now: +917163385994,,,
spam,Get your free credit score now! No charges: http://bit.ly/97560,,,
spam,Get your free credit score now! No charges: http://bit.ly/68244,,,
spam,You have been selected for a cash prize of ₹48700. Claim here: http://bit.ly/11820,,,
spam,"Dear user, your KYC is pending. Update now: http://bit.ly/37666",,,
spam,"Dear user, your KYC is pending. Update now: http://bit.ly/44266",,,
spam,"Dear user, your KYC is pending. Update now: http://bit.ly/38586",,,
spam,You have been selected for a cash prize of ₹38067. Claim here: http://bit.ly/96281,,,
spam,Get your free credit score now! No charges: http://bit.ly/24854,,,
spam,This is final notice! Pay your due bill of ₹16829 immediately. http://bit.ly/21957,,,
spam,Flat 50% off on all fashion products. Shop now: http://bit.ly/98457,,,
spam,Your loan of ₹24605 is approved. Call now: +917286143414,,,
spam,Get your free credit score now! No charges: http://bit.ly/41769,,,
spam,You have been selected for a cash prize of ₹2776. Claim here: http://bit.ly/56449,,,
spam,Get your free credit score now! No charges: http://bit.ly/41757,,,
spam,Recharge now and get 100% cashback. Limited offer! http://bit.ly/64611,,,
spam,Get your free credit score now! No charges: http://bit.ly/53492,,,
spam,Recharge now and get 100% cashback. Limited offer! http://bit.ly/52669,,,
spam,Your loan of ₹9331 is approved. Call now: +918419875064,,,
spam,Flat 50% off on all fashion products. Shop now: http://bit.ly/72531,,,
spam,"Dear user, your KYC is pending. Update now: http://bit.ly/49799",,,
spam,You have been selected for a cash prize of ₹19067. Claim here: http://bit.ly/88218,,,
spam,Win a brand new iPhone! Just answer 3 simple questions. Click: http://bit.ly/97460,,,
spam,Get your free credit score now! No charges: http://bit.ly/21765,,,
spam,Get your free credit score now! No charges: http://bit.ly/19533,,,
spam,"Dear user, your KYC is pending. Update now: http://bit.ly/37565",,,
spam,Congratulations! You've won a ₹13483 Amazon gift card. Click here to claim: http://bit.ly/47549,,,
spam,Congratulations! You've won a ₹10450 Amazon gift card. Click here to claim: http://bit.ly/88285,,,
spam,"Dear user, your KYC is pending. Update now: http://bit.ly/93039",,,
spam,Flat 50% off on all fashion products. Shop now: http://bit.ly/38842,,,
spam,Flat 50% off on all fashion products. Shop now: http://bit.ly/31490,,,
spam,Flat 50% off on all fashion products. Shop now: http://bit.ly/34729,,,
spam,Win a brand new iPhone! Just answer 3 simple questions. Click: http://bit.ly/20276,,,
spam,Congratulations! You've won a ₹5861 Amazon gift card. Click here to claim: http://bit.ly/41512,,,
spam,Your loan of ₹23892 is approved. Call now: +917223719920,,,
spam,Your loan of ₹38439 is approved. Call now: +919946451038,,,
spam,Recharge now and get 100% cashback. Limited offer! http://bit.ly/31419,,,
spam,Win a brand new iPhone! Just answer 3 simple questions. Click: http://bit.ly/73214,,,
spam,Your account is blocked. Verify immediately: http://bit.ly/43905,,,
spam,Congratulations! You've won a ₹26253 Amazon gift card. Click here to claim: http://bit.ly/29295,,,
spam,Your account is blocked. Verify immediately: http://bit.ly/93604,,,
spam,Win a brand new iPhone! Just answer 3 simple questions. Click: http://bit.ly/11492,,,
spam,Recharge now and get 100% cashback. Limited offer! http://bit.ly/39159,,,
spam,Flat 50% off on all fashion products. Shop now: http://bit.ly/34798,,,
spam,"Dear user, your KYC is pending. Update now: http://bit.ly/61304",,,
spam,Your account is blocked. Verify immediately: http://bit.ly/90922,,,
spam,Congratulations! You've won a ₹23294 Amazon gift card. Click here to claim: http://bit.ly/23907,,,
spam,This is final notice! Pay your due bill of ₹8577 immediately. http://bit.ly/82912,,,
spam,You have been selected for a cash prize of ₹24437. Claim here: http://bit.ly/89212,,,
spam,Recharge now and get 100% cashback. Limited offer! http://bit.ly/87109,,,
spam,Recharge now and get 100% cashback. Limited offer! http://bit.ly/63164,,,
spam,This is final notice! Pay your due bill of ₹19483 immediately. http://bit.ly/21097,,,
spam,"Dear user, your KYC is pending. Update now: http://bit.ly/24038",,,
spam,Win a brand new iPhone! Just answer 3 simple questions. Click: http://bit.ly/30923,,,
spam,You have been selected for a cash prize of ₹45419. Claim here: http://bit.ly/28580,,,
spam,Flat 50% off on all fashion products. Shop now: http://bit.ly/75973,,,
spam,This is final notice! Pay your due bill of ₹49310 immediately. http://bit.ly/63312,,,
spam,Get your free credit score now! No charges: http://bit.ly/80942,,,
spam,Your loan of ₹13976 is approved. Call now: +917411814043,,,
spam,You have been selected for a cash prize of ₹7356. Claim here: http://bit.ly/15168,,,
spam,Recharge now and get 100% cashback. Limited offer! http://bit.ly/92274,,,
spam,Your loan of ₹22641 is approved. Call now: +917583903999,,,
spam,This is final notice! Pay your due bill of ₹14012 immediately. http://bit.ly/36594,,,
spam,Win a brand new iPhone! Just answer 3 simple questions. Click: http://bit.ly/97358,,,
spam,You have been selected for a cash prize of ₹9801. Claim here: http://bit.ly/88136,,,
spam,This is final notice! Pay your due bill of ₹16315 immediately. http://bit.ly/40705,,,
spam,"Dear user, your KYC is pending. Update now: http://bit.ly/48374",,,
spam,Recharge now and get 100% cashback. Limited offer! http://bit.ly/42172,,,
spam,You have been selected for a cash prize of ₹40665. Claim here: http://bit.ly/87070,,,
spam,This is final notice! Pay your due bill of ₹19157 immediately. http://bit.ly/60395,,,
spam,You have been selected for a cash prize of ₹16218. Claim here: http://bit.ly/76933,,,
spam,Your loan of ₹33863 is approved. Call now: +919111807389,,,
spam,Get your free credit score now! No charges: http://bit.ly/60607,,,
spam,Recharge now and get 100% cashback. Limited offer! http://bit.ly/85810,,,
spam,You have been selected for a cash prize of ₹17561. Claim here: http://bit.ly/11086,,,
spam,You have been selected for a cash prize of ₹2199. Claim here: http://bit.ly/75236,,,
spam,"Dear user, your KYC is pending. Update now: http://bit.ly/29023",,,
spam,Get your free credit score now! No charges: http://bit.ly/89697,,,
